index	code	transcribed_group	plaintext
813	"810^"""	8^'' 1 0	dessein
814	158^_	^_ 1 5 8	
815	59^^	5 9^^	oog
816	971^_	9 7^_ 1^_	merk/mert?
817	366^^	^_ 3^^ 6 6	op
818	381	3 8 1	b
819	37^^	3^^ 7	e
820	748	7 4 8	ÿ
821	196	1 9 6	er
822	86	8 6	en
823	7	7	te
824	369^_	3^_ 6^_ 9^_	keer?
825	7	7	te
826	619	6 1 9	gaan
827	158	1 5 8	en
828	39	3 9	hun
829	425^^	4^^ 2 5	pre
830	450	4 5 0	p
831	877^_	8^_ 7^_ 7	ond
832	196	1 9 6	er
833	264	2 6 4	ent
834	86	8 6	en
835	34^_	3 4^_	
836	649^o	6 4^o 9	vlood
837	730^_	7 3^_ 0	in
838	26	2 6	de
839	884^^	8 8^^ 4	rÿk
840	583^CircleWithHorizontalBar	5^_ 8^+ 3	s
841	42^CircleWithHorizontalBar	4^+ 2^_	zaak
842	22^CircleWithHorizontalBar	^_ 2 2^+	wat
843	"717^"""	7 1^'' 7	binnen?
844	741	7 4 1	haar
845	86	8 6	en
846	"311^"""	3^'' 1 1	be
847	12^_	1 2^_	hoor
848	404^_	4^_ 0^_ 4^_	lijk
849	37^^	3^^ 7	e
850	78^^	7^^ 8	paal
851	7	7	te
852	940	9 4 0	
853	206^CircleWithHorizontalBar	2^+ 0 6	zig
854	488^o	4^o 8 8	tegenvoordig
855	"606^"""	6^'' 0 6	
856	158^_	^_ 1 5 8	
857	499^o	4^o 9 9	toestand van Zaaken
858	34^_	3^_ 4^_	
859	499	4 9 9	Europa
860	86	8 6	en
861	25	2 5	de
862	258	2 5 8	emtar
863	"15^"""	1^'' 5	a
864	819	8 1 9	ss
865	"144^"""	1^'' 4 4	ant
866	800^_	8 0^_ 0^_	
867	91^CircleWithHorizontalBar	^_ 9 1^+	waar
868	34^_	3 4^_	
869	130	1 3 0	dit Hof
870	132^CircleWithHorizontalBar	1 3^+ 2	zo
871	26^CircleWithHorizontalBar	2^+ 6	wel
872	"59^"""	5^'' 9	als
873	743	7 4 3	dak?
874	380	3 8 0	van
875	289^o	2^o 8 9	V
876	526^^	5 2^^ 6	ra
877	869^^	8^^ 6 9	n
878	413^^	4^^ 1 3	k
879	884^^	8^^ 8 4	rÿk
880	"968^"""	9 6^'' 8	dien
881	"333^"""	3^'' 3 3	aangeende
882	34^_	3^_ 4^_	
883	710^o	7 1^o 0	verscheite
884	219^^	2^^ 1 9	op zigt
885	34^_	^_ 3 4^_	
886	"311^"""	3^'' 1 1	be
887	89	8 9	s
888	877^_	8^_ 7^_ 7^_	ond
889	7	7	te
890	788^_	7 8^_ 8	nul?
891	181^o	1 8^o 1	te
892	135^CircleWithHorizontalBar	1 3^+ 5^_	zock
893	161	1 6 1	ta
894	7	7	te
895	330^_	3 3^_ 0	maaden
896	158	1 5 8	en
897	7	7	te
898	"311^"""	3^'' 1 1	be
899	150^o	1 5^o 0	st
900	113^^	1 1^^ 3	ee
901	34	3 4	den
902	25^^	2^^ 5	om
903	535^_	5 3^_ 5	laast ?
904	13^_	1^_ 3^_	hot
905	746^_	^_ 7 4 6	met hem
906	113	1 1 3	der
907	34^_	3^_ 4^_	
908	39	3 9	hun
909	"316^"""	3^'' 1 6	become?
910	7^_	^_ 7	
911	190	1 9 0	engagemen
912	158	1 5 8	en
913	109^^	1^^ 0 9	met
914	120	1 2 0	
915	2	2	een
916	714	7 1 4	gemeen
917	893^^	8^^ 9 3	schap
918	89^^	8^^ 9	pe
919	404^_	4^_ 0^_ 4^_	lijk
920	37^^	3^^ 7	e
921	"57^"""	5^'' 7	allientie
922	7	7	te
923	203	2 0 3	etable
924	819	8 1 9	ss
925	80	8 0	eeron
926	"59^"""	5^'' 9	als
927	34^_	3 4^_	
928	205^CircleWithHorizontalBar	2 0^_ 5^+	zeventien, dia Sept.
929	81^_	8^_ 1^_	
930	129^CircleWithHorizontalBar	1 2^+ 9	zeven, Sept
931	86	8 6	en
932	796^o	7 9^o 6	
933	363^o	3 6^o 3	tusschen
934	141	1 4 1	dre
935	550	5 5 0	ge
936	760	7 6 0	form
937	750	7 5 0	cerd
938	32^CircleWithHorizontalBar	3 2^+	wierd
939	60	6 0	door
940	26	2 6	de
941	"347^"""	3^'' 4 7	accessie?
942	445^o	4 4^o 5	van dit Hof
943	"104^"""	1 0^'' 4	aan
944	26	2 6	de
945	"57^"""	5^'' 7	allientie
946	363^o	3^o 6 3	tusschen
947	289^o	2^o 8 9	V
948	526^^	5^^ 2 6	ra
949	869^^	8^^ 6 9	n
950	413^^	4^^ 1 3	k
951	884^^	8^^ 8 4	rÿk
952	158	1 5 8	en
953	366^^	3^^ 6 6	op
954	34	3 4	den
955	281^CircleWithHorizontalBar	2^+ 8 1	zes, six
956	26	2 6	de
957	774^CircleWithHorizontalBar	7 7^+ 4	May
958	205^o	2 0^o 5	Traite de Paix
959	81^_	8 1^_	
960	281^CircleWithHorizontalBar	2 8^+ 1^_	zes, six
961	86	8 6	en
962	796^o	7 9^o 6	
963	7	7	te
964	117^^	1 1^^ 7	w
965	78	7 8	
966	833^^	8^^ 3 3	[ge]sloten
967	158^_	^_ 1 5 8	
968	206^CircleWithHorizontalBar	2^+ 0 6	zig
969	"355^"""	3 5^'' 5	aldus
970	184^o	1 8^o 4	tegen
971	25	2 5	de
972	731^o	7^o 3 1	voor
973	573^_	5^_ 7^_ 3^_	
974	37^^	3^^ 7	e
975	18^o	1 8^o	d
976	41^^	4^^ 1	u
977	748	7 4 8	ÿ
978	161	1 6 1	ta
979	583^CircleWithHorizontalBar	5^+ 8 3	s
980	"514^"""	5^'' 1 4	chi
981	"150^"""	1^'' 5 0	as?
982	186^^	1^^ 8 6	s
983	91^o	9^o 1	o
984	36^^	3^^ 6	c
985	5	5	i
986	"227^"""	2 2^'' 7	atic?
987	7	7	te
988	227^o	2^o 2 7	ver
989	853^^	8^^ 5 3	
990	86	8 6	en
991	158	1 5 8	en
992	16	1 6	daar
993	60	6 0	door
994	5^^	5^^	ng
995	2	2	een
996	381	3 8 1	b
997	"128^"""	1^'' 2 8	al'
998	"368^"""	3^'' 6 8	an
999	583^CircleWithHorizontalBar	5^+ 8 3	s
1000	7	7	te
1001	158	1 5 8	en
1002	39	3 9	hun
1003	381	3 8 1	b
1004	107^o	1^o 0 7	ro
1005	37^^	3^^ 7	e
1006	113	1 1 3	der
1007	34	3 4	den
1008	730^^	7^^ 3 0	Prins F
1009	405^_	4^_ 0^_ 5^_	ma
1010	941^^	9^^ 4 1	x
1011	5	5	i
1012	33^^	3^^ 3	m
1013	108^_	1^_ 0^_ 8^_	
1014	"104^"""	1 0^'' 4	aan
1015	5^^	5^^	ng
1016	550	5 5 0	ge
1017	46	4 6	dif
1018	684	6 8 4	fi
1019	30^^	3^^ 0	c
1020	41^^	4^^ 1	u
1021	311	3 1 1	l
1022	4^CircleWithHorizontalBar	4^+	t
1023	750	7 5 0	cerd
1024	216	2 1 6	
1025	26	2 6	de
1026	25^^	2^^ 5	om
1027	113	1 1 3	der
1028	126^CircleWithHorizontalBar	1 2^+ 6	zelve
1029	34^^	3^^ 4	r
1030	422^o	4^o 2 2	toc/toe?
1031	70^o	7^o 0	
1032	33^^	3^^ 3	m
1033	114^_	1^_ 1^_ 4	ing[en]
1034	198^o	1 9^o 8	tot
1035	26	2 6	de
1036	"104^"""	1 0^'' 4	aan
1037	741	7 4 1	haar
1038	380	3 8 0	van
1039	253^CircleWithHorizontalBar	2 5^+ 3	weg
1040	191	1 9 1	ens
1041	114^^	1^^ 1 4	het
1042	13^_	1^_ 3^_	hot
1043	380	3 8 0	van
1044	117^^	1 1^^ 7	w
1045	78	7 8	
1046	60	6 0	door
1047	34	3 4	den
1048	640^CircleWithHorizontalBar	6^+ 4 0	Russisch
1049	86	8 6	en
1050	750^_	7^_ 5^_ 0^_	Minister F
1051	808	8 0 8	graf
1052	380	3 8 0	van
1053	34^^	3^^ 4	r
1054	33^^	3^^ 3	m
1055	339^_	3 3^_ 9^_	
1056	4^CircleWithHorizontalBar	4^+	t
1057	17^o	1^o 7	z
1058	21^^	2^^ 1	
1059	773	7 7 3	gedaan
1060	37^^	3^^ 7	e
1061	738^^	7^^ 3 8	propositie F
1062	253^CircleWithHorizontalBar	2^+ 5 3	weg
1063	191	1 9 1	ens
1064	26	2 6	de
1065	34^^	3^^ 4	r
1066	33^^	3^^ 3	m
1067	748	7 4 8	ÿ
1068	311	3 1 1	l
1069	114^_	1^_ 1^_ 4^_	ing[en]
1070	380	3 8 0	van
1071	"311^"""	3^'' 1 1	be
1072	748	7 4 8	ÿ
1073	196	1 9 6	er
1074	86	8 6	en
1075	184^o	1 8^o 4	tegen
1076	26	2 6	de
1077	306	3 0 6	oo
1078	850^^	8^^ 5 0	ste?
1079	674	6 7 4	n
1080	884^^	8^^ 8 4	rÿk
1081	822^^	8^^ 2 2	se
1082	6	6	ne
1083	113	1 1 3	der
1084	311^_	3^_ 1^_ 1^_	land
1085	7^_	^_ 7	
1086	707	7 0 7	geven?
1087	331^_	3^_ 3^_ 1	maar
1088	60^^	6^^ 0	ock
1089	5^^	5^^	ng
1090	"574^"""	5 7^'' 4	by
1091	15^_	1^_ 5^_	
1092	289^o	2^o 8 9	V
1093	526^^	5^^ 2 6	ra
1094	869^^	8^^ 6 9	n
1095	413^^	4^^ 1 3	k
1096	884^^	8^^ 8 4	rÿk
1097	331^_	3 3^_ 1	maar
1098	60^^	6^^ 0	ock
1099	"574^"""	5^'' 7 4	by
1100	301^_	3^_ 0^_ 1^_	de Koning von F
1101	563^^	5^^ 6 3	p
1102	788^^	7^^ 8 8	r
1103	719^^	7^^ 1 9	u
1104	748	7 4 8	ÿ
1105	940^^	9^^ 4 0	ss
1106	"514^"""	5^'' 1 4	chi
1107	674	6 7 4	n
1108	158	1 5 8	en
1109	130	1 3 0	dit Hof
1110	180^o	1^o 8 0	tant
1111	26	2 6	de
1112	609^o	6^o 0 9	uit
1113	576^o	5 7^o 6	voer
1114	114^_	1^_ 1^_ 4^_	ing[en]
1115	380	3 8 0	van
1116	133^CircleWithHorizontalBar	1 3^+ 3	zodanig
1117	34^^	3^^ 4	r
1118	33^^	3^^ 3	m
1119	748	7 4 8	ÿ
1120	311	3 1 1	l
1121	114^_	1^_ 1^_ 4^_	ing[en]
1122	550	5 5 0	ge
1123	110^^	1 1^^ 0	ro
1124	30^^	3^^ 0	c
1125	378	3 7 8	la
1126	33^^	3 3^^	m
1127	750	7 5 0	cerd
1128	211^_	2 1^_ 1^_	hadde
1129	114^^	1^^ 1 4	het
1130	252	2 5 2	effect
1131	380	3 8 0	van
1132	26	2 6	de
1133	840	8 4 0	garant
1134	25^_	2^_ 5^_	ie
1135	219^o	2^o 1 9	van het
1136	429^o	4^o 2 9	Tractaat van vreede F
1137	380	3 8 0	van
1138	4^CircleWithHorizontalBar	4^+	t
1139	347	3 4 7	et
1140	583^CircleWithHorizontalBar	5 8^+ 3	s
1141	"514^"""	5^'' 1 4	chi
1142	674	6 7 4	n
1143	158	1 5 8	en
1144	743	7 4 3	dak?
1145	132^CircleWithHorizontalBar	1 3^+ 2	zo
1146	539^_	5^_ 3^_ 9	lang
1147	812^o	8^o 1 2	voornocond?
1148	922	9 2 2	
1149	380	3 8 0	van
1150	213^o	2^o 1 3	
1151	381	3 8 1	b
1152	883^^	8^^ 8 3	rug
1153	569	5 6 9	gen
1154	158	1 5 8	en
1155	715	7 1 5	beid
1156	90	9 0	zÿn
1157	381	3 8 1	b
1158	107^o	1^o 0 7	ro
1159	37^^	3^^ 7	e
1160	113	1 1 3	der
1161	34	3 4	den
1162	730^^	7^^ 3 0	Prins F
1163	33^^	3^^ 3	m
1164	"15^"""	1^'' 5	a
1165	941^^	9^^ 4 1	x
1166	261^_	2^_ 6^_ 1	
1167	108^_	1^_ 0^_ 8	
1168	5	5	i
1169	"104^"""	1^'' 0 4	aan
1170	34^_	3^_ 4^_	
1171	"814^"""	8^'' 1 4	deze
1172	741	7 4 1	haar
1173	37^^	3^^ 7	e
1174	218^CircleWithHorizontalBar	2^_ 1^+ 8^_	zwaar
1175	28^_	2^_ 8^_	
1176	71^_	7^_ 1^_	heid
1177	86	8 6	en
1178	39^CircleWithHorizontalBar	3^+ 9^_	wÿ
1179	198^_	1^_ 9^_ 8^_	g
1180	196	1 9 6	er
1181	114^_	1^_ 1^_ 4^_	ing[en]
1182	880^o	8 8^o 0	vol
1183	812	8 1 2	ha
1184	34^^	3^^ 4	r
1185	25	2 5	de
1186	26	2 6	de
1187	523^^	5^^ 2 3	question
1188	21^^	2^^ 1	
1189	114^^	1 1^^ 4	het
1190	723	7 2 3	
1191	949^^	9^^ 4 9	
1192	26	2 6	de
1193	609^o	6^o 0 9	uit
1194	114^^	1 1^^ 4	het
1195	"277^"""	2^'' 7 7	agt ?
1196	193^o	1^o 9 3	tien
1197	26	2 6	de
1198	"374^"""	3^'' 7 4	ar
1199	268^o	2^o 6 8	ti
1200	30^^	3 0^^	c
1201	41^^	4^^ 1	u
1202	311	3 1 1	l
1203	380	3 8 0	van
1204	114^^	1^^ 1 4	het
1205	277^o	2^o 7 7	Tractaat ven
1206	"385^"""	3^'' 8 5	ba
1207	"15^"""	1^'' 5	a
1208	34	3 4	den
1209	"59^"""	5^'' 9	als
1210	91^CircleWithHorizontalBar	9^+ 1	waar
1211	366^^	3^^ 6 6	op
1212	114^^	1 1^^ 4	het
1213	715	7 1 5	beid
1214	37^^	3^^ 7	e
1215	13^_	1^_ 3^_	hot
1216	380	3 8 0	van
1217	117^^	1 1^^ 7	w
1218	78	7 8	
1219	39	3 9	hun
1220	110^^	1^^ 1 0	ro
1221	30^^	3^^ 0	c
1222	378	3 7 8	la
1223	33^^	3^^ 3	m
1224	"227^"""	2^'' 2 7	atic?
1225	158	1 5 8	en
1226	178^o	1 7^o 8	sus
1227	7	7	te
1228	787^_	7^_ 8^_ 7	nu
1229	253^CircleWithHorizontalBar	2^_ 5^+ 3^_	weg
1230	191	1 9 1	ens
1231	26	2 6	de
1232	422^o	4^o 2 2	toc/toe?
1233	460^_	4^_ 6^_ 0	laat?
1234	28^_	2^_ 8^_	
1235	71^_	7^_ 1^_	heid
1236	21^^	2^^ 1	
1237	25	2 5	de
1238	982^_	9^_ 8^_ 2	moge
1239	404^_	4^_ 0^_ 4	lijk
1240	71^_	7^_ 1^_	heid
1241	743	7 4 3	dak?
1242	196	1 9 6	er
1243	2	2	een
1244	34^^	3^^ 4	r
1245	33^^	3^^ 3	m
1246	748	7 4 8	ÿ
1247	311	3 1 1	l
1248	114^_	1^_ 1^_ 4^_	ing[en]
1249	883^_	8 8^_ 3	van de
1250	"311^"""	3^'' 1 1	be
1251	748	7 4 8	ÿ
1252	196	1 9 6	er
1253	583^CircleWithHorizontalBar	5^+ 8 3	s
1254	"514^"""	5^'' 1 4	chi
1255	311^_	3 1^_ 1	land
1256	256^CircleWithHorizontalBar	^_ 2^+ 5^_ 6	werk
1257	154^o	1 5^o 4	
1258	311	3 1 1	l
1259	28^_	2^_ 8^_	
1260	330^_	3 3^_ 0	maaden
1261	444^_	^_ 4^_ 4^_ 4	kan
1262	112^CircleWithHorizontalBar	1 1^+ 2	worden
1263	29^^	2^^ 9	
1264	414^o	4^o 1 4	ten
1265	581^^	5^^ 8 1	principaal
1266	37^^	3^^ 7	e
1267	831	8 3 1	fond
1268	391	3 9 1	eerde
1269	731^o	7^o 3 1	voor
1270	"59^"""	5^'' 9	als
1271	9^^	9^^	nog
1272	380	3 8 0	van
1273	705	7 0 5	geene
1274	"70^"""	7^'' 0	ao
1275	176^^	1 7^^ 6	mpli
1276	30^^	3^^ 0	c
1277	"227^"""	2^'' 2 7	atic?
1278	550	5 5 0	ge
1279	"277^"""	2^'' 7 7	agt ?
1280	292^_	2^_ 9^_ 2	kan
1281	112^CircleWithHorizontalBar	1^_ 1^+ 2^_	worden
1282	158	1 5 8	en
1283	743	7 4 3	dak?
1284	114^^	1^^ 1 4	het
1285	"817^"""	8^'' 1 7	
1286	380	3 8 0	van
1287	845	8 4 5	gedackt
1288	37^^	3^^ 7	e
1289	96^CircleWithHorizontalBar	9^+ 6	was
1290	158	1 5 8	en
1291	114^^	1 1^^ 4	het
1292	13^_	1^_ 3^_	hot
1293	380	3 8 0	van
1294	117^^	1^^ 1 7	w
1295	78	7 8	
1296	60^^	6^^ 0	ock
1297	674^o	6^o 7 4	
1298	227^o	2^o 2 7	ver
1299	33^^	3^^ 3	m
1300	"104^"""	1 0^'' 4	aan
1301	26	2 6	de
1302	25^^	2^^ 5	om
1303	26	2 6	de
1304	42^CircleWithHorizontalBar	4 2^+	zaak
1305	16	1 6	daar
1306	"572^"""	5^'' 7 2	
1307	7	7	te
1308	309^_	3^_ 0^_ 9	laaten
1309	"311^"""	3^'' 1 1	be
1310	111^o	1 1^o 1	rust?
1311	86	8 6	en
1312	158	1 5 8	en
1313	"130^"""	1^'' 3 0	alle
1314	533^o	5^o 3 3	verder
1315	37^^	3^^ 7	e
1316	"897^"""	8^'' 9 7	dis
1317	30^^	3^^ 0	c
1318	691^o	6^o 9 1	us
1319	134^o	1^o 3 4	si
1320	86	8 6	en
1321	"969^"""	9^'' 6 9	
1322	109^^	1 0^^ 9	met
1323	301^_	3^_ 0^_ 1^_	de Koning von F
1324	563^^	5^^ 6 3	p
1325	788^^	7^^ 8 8	r
1326	719^^	7^^ 1 9	u
1327	748	7 4 8	ÿ
1328	940^^	9^^ 4 0	ss
1329	"514^"""	5 1^'' 4	chi
1330	"929^"""	9^'' 2 9	n
1331	"59^"""	5^'' 9	als
1332	254^CircleWithHorizontalBar	2^_ 5^+ 4^_	welke
1333	198^o	1 9^o 8	tot
1334	777^_	7^_ 7^_ 7	nict?
1335	"67^"""	6^'' 7	anders
1336	"968^"""	9^'' 6 8	dien
1337	18^o	1 8^o	d
1338	37^^	3 7^^	e
1339	106^^	1 0^^ 6	d
1340	"368^"""	3 6^'' 8	an
1341	25^^	2 5^^	om
1342	26	2 6	de
1343	"368^"""	3^'' 6 8	an
1344	261^_	2^_ 6^_ 1	
1345	298^^	2^^ 9 8	os
1346	517^_	5^_ 1^_ 7	iteet/ideet?
1347	7	7	te
1348	227^o	2^o 2 7	ver
1349	572^_	5^_ 7^_ 2^_	meer
1350	113	1 1 3	der
1351	86	8 6	en
1352	158	1 5 8	en
1353	783	7 8 3	gelegenheid
1354	198^o	1^o 9 8	tot
1355	28^_	2^_ 8^_	
1356	344^o	3^o 4 4	tÿd
1357	256^_	2^_ 5^_ 6	ige
1358	227^o	2 2^o 7	ver
1359	39^CircleWithHorizontalBar	3 9^+	wÿ
1360	113	1 1 3	der
1361	114^_	1^_ 1^_ 4^_	ing[en]
1362	7	7	te
1363	707	7 0 7	geven?
1364	7	7	te
1365	57	5 7	volgen
1366	150^o	1 5^o 0	st
1367	"91^"""	9^'' 1	aa
1368	598^_	5 9^_ 8^_	ken
1369	993^_	9^_ 9^_ 3	na dal
1370	26	2 6	de
1371	42^CircleWithHorizontalBar	4^+ 2	zaak
1372	"355^"""	3^'' 5 5	aldus
1373	731^o	7^o 3 1	voor
1374	213^o	2^o 1 3	
1375	173^_	1^_ 7^_ 3	jaar
1376	"574^"""	^_ 5^'' 7 4	by
1377	289^o	2^o 8 9	V
1378	526^^	5 2^^ 6	ra
1379	869^^	8 6^^ 9	n
1380	413^^	4^^ 1 3	k
1381	884^^	8^^ 8 4	rÿk
1382	"104^"""	1^'' 0 4	aan
1383	34	3 4	den
1384	812	8 1 2	ha
1385	"15^"""	1^'' 5	a
1386	47^_	4^_ 7^_	l
1387	689	6 8 9	formeean?
1388	25^^	2^^ 5	om
1389	39	3 9	hun
1390	34^_	3^_ 4^_	
1391	649^o	6^o 4 9	vlood
1392	34^_	3 4^_	
1393	114^^	1 1^^ 4	het
1394	18^o	1 8^o	d
1395	41^^	4^^ 1	u
1396	748	7 4 8	ÿ
1397	161	1 6 1	ta
1398	583^CircleWithHorizontalBar	5^_ 8^+ 3^_	s
1399	"514^"""	5^'' 1 4	chi
1400	884^^	8^^ 8 4	rÿk
1401	7	7	te
1402	280^_	2^_ 8^_ 0	h
1403	196	1 9 6	er
1404	117^^	1 1^^ 7	w
1405	34^_	3 4^_	
1406	6	6	ne
1407	674	6 7 4	n
1408	21^^	2^^ 1	
1409	7	7	te
1410	489^_	4 8^_ 9	main
1411	161	1 6 1	ta
1412	34^_	3 4^_	
1413	80	8 0	eeron
1414	331^_	3^_ 3^_ 1	maar
1415	730^_	7 3^_ 0^_	in
1416	62^CircleWithHorizontalBar	6 2^+	
1417	60^^	6^^ 0	ock
1418	25^^	2^^ 5	om
1419	497	4 9 7	even
1420	262^o	2^o 6 2	teit
1421	113^^	1 1^^ 3	ee
1422	34	3 4	den
1423	253^CircleWithHorizontalBar	2 5^+ 3	weg
1424	7	7	te
1425	381	3 8 1	b
1426	"104^"""	1^'' 0 4	aan
1427	158	1 5 8	en
1428	86	8 6	en
1429	26	2 6	de
1430	672^_	6^_ 7^_ 2^_	middel
1431	7^_	^_ 7	
1432	742^_	7^_ 4^_ 2	menageeren
1433	158	1 5 8	en
1434	577^^	5 7^^ 7	prepar
1435	80	8 0	eeron
1436	132^CircleWithHorizontalBar	1 3^+ 2	zo
1437	26^CircleWithHorizontalBar	2^+ 6	wel
1438	25^^	2^^ 5	om
1439	26	2 6	de
1440	107^^	1 0^^ 7	e
1441	25^^	2^^ 5	om
1442	583^CircleWithHorizontalBar	5 8^+ 3	s
1443	"514^"""	5^'' 1 4	chi
1444	376^_	3^_ 7^_ 6^_	koning
1445	186^^	1^^ 8 6	s
1446	117^^	1 1^^ 7	w
1447	"91^"""	9^'' 1	aa
1448	311	3 1 1	l
1449	34^_	3 4^_	
1450	226	2 2 6	
1451	889^_	8 8^_ 9^_	van den
1452	"91^"""	9^'' 1	aa
1453	34^^	3^^ 4	r
1454	161	1 6 1	ta
1455	583^CircleWithHorizontalBar	5^+ 8^_ 3	s
1456	922	9 2 2	
1457	834	8 3 4	fransek
1458	380	3 8 0	van
1459	161	1 6 1	ta
1460	298^^	2^^ 9 8	os
1461	36^^	3^^ 6	c
1462	"104^"""	1 0^'' 4	aan
1463	158	1 5 8	en
1464	60	6 0	door
1465	7	7	te
1466	17^o	1^o 7	z
1467	347	3 4 7	et
1468	414^o	4^o 1 4	ten
1469	"59^"""	5^'' 9	als
1470	25^^	2^^ 5	om
1471	34^_	3 4^_	
1472	114^^	1 1^^ 4	het
1473	"728^"""	7^'' 2 8	by zonder
1474	34^_	3 4^_	
1475	344^o	3^o 4 4	tÿd
1476	158	1 5 8	en
1477	190^CircleWithHorizontalBar	1 9^+ 0	wÿl
1478	37^^	3^^ 7	e
1479	114^^	1^^ 1 4	het
1480	17^o	1 7^o	z
1481	748	7 4 8	ÿ
1482	"574^"""	5^'' 7 4	by
1483	300^^	3^^ 0 0	over
1484	311	3 1 1	l
1485	748	7 4 8	ÿ
1486	34	3 4	den
1487	889^_	8 8^_ 9	van den
1488	488^o	4^o 8 8	tegenvoordig
1489	86	8 6	en
1490	"514^"""	5^'' 1 4	chi
1491	918^o	9^o 1 8	ur
1492	665^o	6^o 6 5	vorst
1493	380	3 8 0	van
1494	381	3 8 1	b
1495	37^^	3^^ 7	e
1496	748	7 4 8	ÿ
1497	196	1 9 6	er
1498	86	8 6	en
1499	182^CircleWithHorizontalBar	1 8^+ 2	wien
1500	583^CircleWithHorizontalBar	5^+ 8 3	s
1501	583	5 8 3	
1502	877^_	8^_ 7^_ 7	ond
1503	71^_	7^_ 1^_	heid
1504	186^^	1^^ 8 6	s
1505	422^o	4^o 2 2	toc/toe?
1506	77^o	7 7^o	stana
1507	149^_	1 4^_ 9^_	hem
1508	705	7 0 5	geene
1509	539^_	5^_ 3^_ 9	lang
1510	596	5 9 6	e
1511	96	9 6	dagen
1512	572^_	5^_ 7^_ 2^_	meer
1513	186^^	1 8^^ 6	s
1514	36^^	3^^ 6	c
1515	280^_	2^_ 8^_ 0^_	h
1516	748	7 4 8	ÿ
1517	674	6 7 4	n
1518	86	8 6	en
1519	7	7	te
1520	"311^"""	3^'' 1 1	be
1521	311	3 1 1	l
1522	91^o	9^o 1	o
1523	160	1 6 0	o
1524	21^^	2^^ 1	
1525	60^^	6^^ 0	ock
1526	"574^"""	5 7^'' 4	by
1527	387	3 8 7	eenige
1528	"217^"""	2^'' 1 7	andere
1529	"311^"""	3^'' 1 1	be
1530	596^^	5^^ 9 6	qua
1531	"15^"""	1^'' 5	a
1532	343^_	3 4^_ 3	
1533	783	7 8 3	gelegenheid
1534	39	3 9	hun
1535	584^o	5^o 8 4	voorgemeld
1536	37^^	3^^ 7	e
1537	18^o	1 8^o	d
1538	91^o	9^o 1	o
1539	327	3 2 7	ei
1540	181	1 8 1	einde?
1541	414^o	4^o 1 4	ten
1542	219^^	2^^ 1 9	op zigt
1543	37^^	3^^ 7	e
1544	366^^	3^^ 6 6	op
1545	26	2 6	de
1546	"195^"""	1^'' 9 5	ac
1547	674^^	6^^ 7 4	qui
1548	583^CircleWithHorizontalBar	5^+ 8^_ 3	s
1549	593^_	5^_ 9^_ 3	idee?
1550	158	1 5^' 8	en
1551	227^o	2^o 2 7	ver
1552	314	3 1 4	eenig
1553	114^_	1^_ 1^_ 4^_	ing[en]
1554	380	3 8 0	van
1555	381	3 8 1	b
1556	37^^	3^^ 7	e
1557	748	7 4 8	ÿ
1558	196	1 9 6	er
1559	86	8 6	en
1560	952^_	9^_ 5^_ 2^_	onder
1561	39	3 9	hun
1562	18^o	1 8^o	d
1563	25^^	2^^ 5	om
1564	34^_	3^_ 4^_	
1565	"227^"""	2^'' 2 7	atic?
1566	7	7	te
1567	"638^"""	6^'' 3 8	bew?
1568	68^^	6^^ 8	ord
1569	196	1 9 6	er
1570	158	1 5 8	en
1571	114^^	1^^ 1 4	het
1572	193^^	1^^ 9 3	z
1573	748	7 4 8	ÿ
1574	60	6 0	door
1575	114^^	1 1^^ 4	het
1576	"487^"""	4^'' 8 7	bew
1577	691^o	6^o 9 1	us
1578	7	7	te
1579	511^^	5^^ 1 1	project
1580	21^^	2 1^^	
1581	201^o	2^o 0 1	Tractaat
1582	380	3 8 0	van
1583	34^^	3^^ 4	r
1584	41^^	4^^ 1	u
1585	748	7 4 8	ÿ
1586	311	3 1 1	l
1587	114^_	1^_ 1^_ 4	ing[en]
1588	184^o	1^o 8 4	tegen
1589	26	2 6	de
1590	62^^	6^^ 2	oost
1591	341^^	3^^ 4 1	en
1592	884^^	8^^ 8 4	rÿk
1593	822^^	8^^ 2 2	se
1594	6	6	ne
1595	113	1 1 3	der
1596	311^_	3^_ 1^_ 1^_	land
1597	417^o	^_ 4 1^o 7	ter
1598	609^o	6 0^o 9	uit
1599	576^o	5 7^o 6	voer
1600	7	7	te
1601	"570^"""	5^'' 7 0	breug?
1602	86	8 6	en
1603	21^^	2^^ 1	
1604	366^^	3^^ 6 6	op
1605	387	3 8 7	eenige
1606	"217^"""	2^'' 1 7	andere
1607	40^CircleWithHorizontalBar	4^+ 0^_	wÿze
1608	254^CircleWithHorizontalBar	2^+ 5 4	welke
1609	26	2 6	de
1610	344^o	3^o 4 4	tÿd
1611	583^CircleWithHorizontalBar	5^_ 8^+ 3	s
1612	800^_	8^_ 0^_ 0^_	
1613	84^_	^_ 8 4	
1614	451^_	4^_ 5^_ 1	konnen
1615	"104^"""	1 0^'' 4	aan
1616	25	2 5	de
1617	984	9 8 4	hand
1618	707	7 0 7	geven?
1619	86	8 6	en
1620	206^CircleWithHorizontalBar	2^+ 0 6	zig
1621	"355^"""	3 5^'' 5	aldus
1622	184^o	1^o 8 4	tegen
1623	26	2 6	de
1624	584^o	5^o 8 4	voorgemeld
1625	37^^	3^^ 7	e
